pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2024-09-22	Work Smarter Not Harder: Simple Imitation Learning with CS-PIBT Outperforms Large Scale Imitation Learning for MAPF	Submitted to ICRA 2025	Follow-up paper on MAPF, doing large-scale training of GNNs for MAPF for improved scalability	Your Name, You. (2009). "Paper Title Number 1." <i>Journal 1</i>. 1(1).	Work Smarter Not Harder: Simple Imitation Learning with CS-PIBT Outperforms Large Scale Imitation Learning for MAPF	http://academicpages.github.io/files/paper1.pdf	
2024-07-04	Decision-focused evaluation of worst-case distribution shift	UAI 2024	A novel formulation of distribution shift to identify worst-case shifts w.r.t. decision-focused loss functions.	Your Name, You. (2010). "Paper Title Number 2." <i>Journal 1</i>. 1(2).	Decision-focused evaluation of worst-case distribution shift	https://arxiv.org/abs/2407.03557
2024-05-30	Improving Learnt Local MAPF Policies with Heuristic Search	ICAPS 2024	Using heuristic search to post-process the outputs of ML MAPF systems. We found that this approach significantly improved the scalability of ML methods!	Your Name, You. (2015). "Paper Title Number 3." <i>Journal 1</i>. 1(3).	Improving Learnt Local MAPF Policies with Heuristic Search	http://academicpages.github.io/files/paper3.pdf	
